,hwd,pronSampa,ipa,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
2821,druggist,d r\ V g i s t,dɹʌgist,2,drŭʹggiſt,,,,n.,62.0,76,druggist
2822,drugs,d r\ V g z,dɹʌgz,1,drŭgs,F.,,,n.,63.0,76,drugs
2823,druid,d r\ u i d,dɹuid,2,drūʹid,,,,n.,64.0,76,druid
2824,drum,d r\ V m,dɹʌm,1,drŭm,,,,n.,65.0,76,drum
2825,drunk,d r\ V N k,dɹʌŋk,1,drŭnk,,,,a.,66.0,76,drunk
2826,dry,d r\ aI,dɹ?,1,dry,,,,a.,68.0,76,dry
2827,dual,d u @ l,duəl,2,dūʹal,L.,,,a.,70.0,76,dual
2828,dub,d V b,dʌb,1,dŭb,F.,,,v.,71.0,76,dub
2829,dubious,d u b i: @ s,dubiːəs,3,dūʹbĭ_o_us,L.,,,a.,72.0,76,dubious
2830,ducal,d u k @ l,dukəl,2,dūʹcal,,,,a.,73.0,76,ducal
2831,duck,d V k,dʌk,1,dŭck,,,,n.,5.0,77,duck
2832,duckling,d V k l i N,dʌkliŋ,2,dŭʹckling,,,,n.,6.0,77,duckling
2833,ductile,d V k t @ l,dʌktəl,2,dŭʹctĭle,,,,a.,7.0,77,ductile
2834,ducts,d V k t s,dʌkts,1,dŭcts,L.,,,n.,8.0,77,ducts
2835,dudgeon,d V dZ @ n,dʌ?ən,3,dŭʹdgeon,,,,n.,9.0,77,dudgeon
2836,due,d u,du,1,dūe,,,,a.,10.0,77,due
2837,duel,d u @ l,duəl,2,dūʹel,L.,,,n.,11.0,77,duel
2838,duelist,d u @ l i s t,duəlist,3,dūʹĕliſt,,,,n.,12.0,77,duelist
2839,duet,d u E t,duɛt,2,dūĕʹt,,,,n.,13.0,77,duet
2840,dug,d V g,dʌg,1,dŭg,,,,n.,14.0,77,dug
2841,duke,d u k,duk,1,dūke,F.,,,n.,15.0,77,duke
2842,dukedom,d u k d @ m,dukdəm,2,dūʹk_e_dom,,,,n.,16.0,77,dukedom
2843,dulcet,d V l s @ t,dʌlsət,2,dŭʹlcet,,,,a.,17.0,77,dulcet
2844,dulcimer,d V l s i m 3:r,dʌlsimɜ:r,3,dŭʹlcĭmer,,,,n.,19.0,77,dulcimer
2845,dull,d V l,dʌl,1,dŭll,,,,a.,20.0,77,dull
2846,dumb,d V m,dʌm,1,dŭm_b_,,,,a.,21.0,77,dumb
2847,dumps,d V m p s,dʌmps,1,dŭmps,,,,n.,22.0,77,dumps
2848,dun,d V n,dʌn,1,dŭn,,,,n.,23.0,77,dun
2849,dung,d V N,dʌŋ,1,dŭng,,,,n.,25.0,77,dung
2850,dungeon,d V n dZ @ n,dʌn?ən,3,dŭʹngeon,F.,,,n.,26.0,77,dungeon
2851,duodenum,d u A d @ n @ m,duɑdənəm,4,dūodēʹnum,,,,n.,28.0,77,duodenum
2852,dupe,d u p,dup,1,dūpe,F.,,,n.,29.0,77,dupe
2853,duplicate,d u p l @ k @ t,dupləkət,3,dūʹplĭcāte,L.,,,n.,30.0,77,duplicate
2854,duplication,d j u p l @ k eI S @ n,djuplək?ʃən,5,dūʹplĭcātion;,,,,n.,31.0,77,duplication
2855,duplicity,d u p l I s i 4 i:,duplɪsiɾiː,4,dūpliʹcĭty,F.,,,n.,32.0,77,duplicity
2856,durable,d U r\ @ b @ l,dʊɹəbəl,3,dūʹrable,,,,a.,33.0,77,durable
2857,duration,d U r\ eI S @ n,dʊɹ?ʃən,4,dūrāʹtion,L.,,,n.,35.0,77,duration
2858,duress,d U r\ E s,dʊɹɛs,2,dūʹreſs,,,,n.,36.0,77,duress
2859,dusky,d V s k i:,dʌskiː,2,dŭʹsky,,,,a.,37.0,77,dusky
2860,dust,d V s t,dʌst,1,dŭſt,,,,v.,38.0,77,dust
2861,dusty,d V s t i:,dʌstiː,2,dŭʹſty,,,,a.,39.0,77,dusty
2862,duty,d u 4 i:,duɾiː,2,dūʹty,,,,n.,43.0,77,duty
2863,dwarf,d w O: r\ f,dwOːɹf,1,dwarf,L.,,,n.,44.0,77,dwarf
2864,dwell,d w E l,dwɛl,1,dwell,,,,v.,45.0,77,dwell
2865,dwindle,d w I n d @ l,dwɪndəl,2,dwĭʹndle,,,,v.,46.0,77,dwindle
2866,dye,d aI,d?,1,dye,,,,v.,47.0,77,dye
2867,dynasties,d aI n @ s t i: z,d?nəstiːz,3,dȳʹnăſties,G.,,,n.,48.0,77,dynasties
2868,dysentery,d I s @ n t E r\ i:,dɪsəntɛɹiː,4,dȳsĕʹntĕry,G.,,,n.,49.0,77,dysentery
2869,eager,i: g 3:r,iːgɜ:r,2,eaʹg_e_r,,,,a.,2.0,77,eager
2870,eagle,i: g @ l,iːgəl,2,eaʹgle,F.,,,n.,4.0,77,eagle
2871,ear,I r\,ɪɹ,1,ear,,,,n.,6.0,77,ear
2872,earl,3:r l,ɜ:rl,1,earl,,,,n.,7.0,77,earl
2873,earldom,3:r l d @ m,ɜ:rldəm,2,eaʹrldom,,,,n.,8.0,77,earldom
2874,early,3:r l i:,ɜ:rliː,2,eaʹrly,,,,a.,9.0,77,early
2875,earn,3:r n,ɜ:rn,1,earn,,,,v.,10.0,77,earn
2876,earth,3:r T,ɜ:rθ,1,earth,,,,n.,12.0,77,earth
2877,earthen,3:r T @ n,ɜ:rθən,2,eaʹrthen,,,,a.,13.0,77,earthen
2878,earthly,3:r T l i:,ɜ:rθliː,2,eaʹrthly,,,,a.,14.0,77,earthly
2879,earthquake,3:r T k w eI k,ɜ:rθkw?k,2,eaʹrthquāke,,,,n.,16.0,77,earthquake
2880,earthy,3:r T i:,ɜ:rθiː,2,eaʹrthy,,,,a.,15.0,77,earthy
2881,easily,i: z @ l i:,iːzəliː,3,eaʹsĭly,,,,p.,20.0,77,easily
2882,east,i: s t,iːst,1,eaſt,,,,n.,2.0,78,east
2883,easter,i: s t 3:r,iːstɜ:r,2,eaʹſt_e_r,,,,n.,3.0,78,easter
2884,eastern,i: s t 3:r n,iːstɜ:rn,3,eaʹſtĕrn,,,,a.,4.0,78,eastern
2885,easy,i: z i:,iːziː,2,eaʹſy,F.,,,a.,5.0,78,easy
2886,eatable,i: 4 @ b @ l,iːɾəbəl,3,ēaʹtable,,,,a.,6.0,78,eatable
2887,eaves,i: v z,iːvz,1,eaves,,,,n.,7.0,78,eaves
2888,ebb,E b,ɛb,1,ebb,,,,n.,8.0,78,ebb
2889,ebony,E b @ n i:,ɛbəniː,3,ĕʹbŏny,F.,,,n.,9.0,78,ebony
2890,eccentricity,E k s @ n t r\ I s @ 4 i:,ɛksəntɹɪsəɾiː,5,ĕccĕntrĭʹcĭty,,,,n.,12.0,78,eccentricity
2891,ecclesiastic,i k l i: z i: { s t i k,ikliːziːæstik,5,ĕcclesĭăʹſtic,,,,n.,14.0,78,ecclesiastic
2892,ecclesiastical,i k l i: z i: { s t i k @ l,ikliːziːæstikəl,6,ĕcclesĭăʹſtĭcal,G.,,,a.,13.0,78,ecclesiastical
2893,echo,E k @U,ɛkoʊ,2,ĕʹc_h_o,G.,,,n.,17.0,78,echo
2894,eclipse,i k l I p s,iklɪps,2,eclĭʹpſe,G.,,,n.,18.0,78,eclipse
2895,ecliptic,i k l I p t i k,iklɪptik,3,eclĭʹptic,G.,,,n.,20.0,78,ecliptic
2896,eddy,E 4 i:,ɛɾiː,2,ĕʹddy,,,,n.,26.0,78,eddy
2897,edge,E dZ,ɛ?,1,ĕdge,,,,n.,27.0,78,edge
2898,edging,E dZ i N,ɛ?iŋ,2,ĕʹdging,,,,n.,28.0,78,edging
2899,edible,E 4 @ b @ l,ɛɾəbəl,3,eʹdĭble,L.,,,a.,29.0,78,edible
2900,edict,i: 4 i k t,iːɾikt,2,ĕʹdĭct,L.,,,n.,30.0,78,edict
2901,edification,E 4 @ f @ k eI S @ n,ɛɾəfək?ʃən,6,edĭfĭcāʹtion,L.,,,n.,31.0,78,edification
2902,edifice,E 4 @ f @ s,ɛɾəfəs,3,ĕʹdĭfĭce,L.,,,n.,32.0,78,edifice
2903,edify,E 4 @ f aI,ɛɾəf?,3,ĕʹdĭfy,L.,,,v.,33.0,78,edify
2904,edition,@ d I S @ n,ədɪʃən,4,edĭʹtion,F.,,,n.,34.0,78,edition
2905,editor,E 4 @ 4 3:r,ɛɾəɾɜ:r,3,ĕʹdĭtor,,,,n.,35.0,78,editor
2906,educate,E dZ @ k eI t,ɛ?ək?t,3,ĕʹdūcāte,L.,,,v.,36.0,78,educate
2907,education,E dZ @ k eI S @ n,ɛ?ək?ʃən,5,ĕdūcāʹtion,,,,n.,37.0,78,education
2908,eel,i: l,iːl,1,eel,,,,n.,39.0,78,eel
2909,efface,i f eI s,if?s,2,effāʹce,,,,v.,40.0,78,efface
2910,effect,i f E k t,ifɛkt,2,effĕʹct,,,,v.,41.0,78,effect
2911,effective,i f E k t i v,ifɛktiv,3,ĕffĕʹctive,L.,,,a.,43.0,78,effective
2912,effects,i f E k t s,ifɛkts,2,ĕffĕʹcts,,,,n.,44.0,78,effects
2913,effeminate,i f E m i n @ t,ifɛminət,4,ĕffĕʹmĭnāte,F.,,,a.,47.0,78,effeminate
2914,efficacious,E f @ k eI S @ s,ɛfək?ʃəs,5,ĕffĭcāʹcĭ_o_us,F.,,,a.,49.0,78,efficacious
2915,efficacy,E f i k { s i:,ɛfikæsiː,4,ĕffĭʹcacy,F.,,,n.,50.0,78,efficacy
2916,efficient,i f I S @ n t,ifɪʃənt,4,ĕffĭʹcĭent,L.,,,a.,52.0,78,efficient
2917,efflux,E f l @ k s,ɛfləks,2,ĕʹfflŭx,L.,,,n.,57.0,78,efflux
2918,effort,E f 3:r t,ɛfɜ:rt,2,ĕʹffort,F.,,,n.,58.0,78,effort
2919,effrontery,i f r\ V n t 3:r i:,ifɹʌntɜ:riː,4,effrŏʹntĕry,F.,,,n.,59.0,78,effrontery
2920,egg,E g,ɛg,1,ĕgg,,,,n.,64.0,78,egg
2921,eglantine,E g l @ n t aI n,ɛglənt?n,3,ĕʹglăntīne,F.,,,n.,66.0,78,eglantine
2922,egregious,i g r\ i: dZ @ s,igɹiː?əs,4,egrēʹgĭ_o_us,L.,,,a.,67.0,78,egregious
2923,egress,i g r\ E s,igɹɛs,2,ēʹgrĕſs,L.,,,n.,68.0,78,egress
2924,egyptian,i dZ I p S @ n,i?ɪpʃən,4,egyʹptĭan,,,,n.,69.0,78,egyptian
2925,eight,eI t,?t,1,ei_gh_t,,,,n.,73.0,78,eight
2926,eighteen,eI t i: n,?tiːn,2,eiʹ_gh_teen,,,,n.,2.0,79,eighteen
2927,eighty,eI 4 i:,?ɾiː,2,eiʹ_gh_ty,,,,n.,3.0,79,eighty
2928,either,i: D 3:r,iːðɜ:r,2,eĭʹther,,,,p.,4.0,79,either
2929,ejaculation,i dZ { k j u l eI S @ n,i?ækjul?ʃən,6,ejăcūlāʹtion,L.,,,n.,70.0,78,ejaculation
2930,eject,i dZ E k t,i?ɛkt,2,ējĕʹct,L.,,,v.,71.0,78,eject
2931,eke,i: k,iːk,1,ēke,,,,p.,5.0,79,eke
2932,ela,E l @,ɛlə,2,ēʹlā,,,,n.,6.0,79,ela
2933,elaborate,i l { b r\ @ t,ilæbɹət,4,elăʹbŏrāte,L.,,,a.,7.0,79,elaborate
2934,elapse,i l { p s,ilæps,2,elăʹpſe,L.,,,v.,9.0,79,elapse
2935,elastic,i l { s t i k,ilæstik,3,elăʹſtic,G.,,,a.,10.0,79,elastic
2936,elasticity,i: l { s t I s @ 4 i:,iːlæstɪsəɾiː,5,elăſtĭʹcĭty,,,,n.,11.0,79,elasticity
2937,elated,i l eI 4 @ d,il?ɾəd,3,elāʹted,,,,a.,12.0,79,elated
2938,elation,i l eI S @ n,il?ʃən,4,elāʹtion,,,,n.,13.0,79,elation
2939,elbow,E l b @U,ɛlboʊ,2,ĕʹlbo_w_,,,,n.,14.0,79,elbow
2940,elder,E l d 3:r,ɛldɜ:r,2,ĕʹld_e_r,,,,a.,15.0,79,elder
2941,eldest,E l d @ s t,ɛldəst,2,eʹldeſt,,,,a.,16.0,79,eldest
2942,elect,i l E k t,ilɛkt,2,ēlĕʹct,L.,,,v.,18.0,79,elect
2943,election,i l E k S @ n,ilɛkʃən,4,ēlĕʹction,L.,,,n.,19.0,79,election
2944,electoral,i l E k t 3:r @ l,ilɛktɜ:rəl,4,ēleʹctŏrāl,,,,a.,21.0,79,electoral
2945,electorate,i l E k t 3:r @ t,ilɛktɜ:rət,4,ēlĕʹctŏrāte,,,,n.,22.0,79,electorate
2946,electors,i l E k t 3:r z,ilɛktɜ:rz,3,ēlĕʹctŏrs,,,,n.,24.0,79,electors
2947,electrical,i l E k t r\ i k @ l,ilɛktɹikəl,4,ēlĕʹctrĭcal,,,,a.,25.0,79,electrical
2948,electricity,i l E k t r\ I s @ 4 i:,ilɛktɹɪsəɾiː,5,ēlĕctrĭʹcĭty,,,,n.,26.0,79,electricity
2949,elegance,E l @ g @ n s,ɛləgəns,3,ĕʹlĕgănce,L.,,,n.,29.0,79,elegance
2950,elegant,E l @ g @ n t,ɛləgənt,3,ĕlĕgănt,,nbSyll>1 et pas d'accent tonic,,a.,30.0,79,elegant
2951,elegy,E l @ dZ i:,ɛlə?iː,3,ĕʹlĕgy,G.,,,n.,32.0,79,elegy
2952,element,E l @ m @ n t,ɛləmənt,3,ĕʹlĕment,L.,,,n.,33.0,79,element
2953,elementary,E l @ m E n t r\ i:,ɛləmɛntɹiː,5,ĕlĕmĕʹntary,,,,a.,34.0,79,elementary
2954,elephant,E l @ f @ n t,ɛləfənt,3,ĕʹlĕphănt,G.,,,n.,35.0,79,elephant
2955,elevate,E l @ v eI t,ɛləv?t,3,ĕʹlĕvāte,L.,,,v.,36.0,79,elevate
2956,elevation,E l @ v eI S @ n,ɛləv?ʃən,5,ĕlĕvāʹtion,,,,n.,37.0,79,elevation
2957,elevator,E l @ v eI 4 3:r,ɛləv?ɾɜ:r,4,ĕlĕvāʹtor,,,,n.,38.0,79,elevator
2958,eleven,i l E v @ n,ilɛvən,3,ĕlĕʹven,,,,n.,39.0,79,eleven
2959,elf,E l f,ɛlf,1,ĕlf,,,,n.,40.0,79,elf
2960,eligible,E l @ dZ @ b @ l,ɛlə?əbəl,4,elĭʹgĭble,L.,,,a.,41.0,79,eligible
2961,elixir,i l I k s 3:r,ilɪksɜ:r,3,elĭʹxĭr,,,,n.,44.0,79,elixir
2962,elk,E l k,ɛlk,1,elk,,,,n.,45.0,79,elk
2963,ell,E l,ɛl,1,ĕll,L.,,,n.,46.0,79,ell
2964,ellipsis,i l I p s i s,ilɪpsis,3,ĕllĭʹpſis,G.,,,n.,47.0,79,ellipsis
2965,elliptical,i l I p t i k @ l,ilɪptikəl,4,ĕllĭʹptĭcal,G.,,,a.,48.0,79,elliptical
2966,elm,E l m,ɛlm,1,ĕlm,,,,n.,49.0,79,elm
2967,elocution,E l @ k j u S @ n,ɛləkjuʃən,5,elŏcūʹtion,,,,n.,50.0,79,elocution
2968,elongate,i l O: N g eI t,ilOːŋg?t,3,elŏʹngāte,L.,,,v.,52.0,79,elongate
2969,elongation,i: l O: N g eI S @ n,iːlOːŋg?ʃən,5,elŏngāʹtion,L.,,,n.,53.0,79,elongation
2970,elope,i l @U p,iloʊp,2,elōʹpe,,,,v.,54.0,79,elope
2971,eloquence,E l @ k w @ n s,ɛləkwəns,3,ĕʹlŏqūĕnce,L.,,,n.,56.0,79,eloquence
2972,elucidate,i l u s @ d eI t,ilusəd?t,4,elūcĭdāte,L.,nbSyll>1 et pas d'accent tonic,,v.,57.0,79,elucidate
2973,elucidation,i l u s @ d eI S @ n,ilusəd?ʃən,6,elūcĭdāʹtion,,,,n.,58.0,79,elucidation
2974,elude,i l u d,ilud,2,elūʹde,L.,,,v.,59.0,79,elude
2975,elusive,i l u s i v,ilusiv,3,elūʹſive,L.,,,a.,62.0,79,elusive
2976,elves,E l v z,ɛlvz,1,ĕlves,,,,n.,60.0,79,elves
2977,emaciate,i m eI S i: eI t,im?ʃiː?t,4,emăʹcĭāte,L.,,,v.,64.0,79,emaciate
2978,emanation,E m @ n eI S @ n,ɛmən?ʃən,5,emănāʹtion,L.,,,n.,65.0,79,emanation
2979,emancipate,i m { n s @ p eI t,imænsəp?t,4,emăʹncĭpāte,L.,,,v.,66.0,79,emancipate
2980,embalm,E m b A m,ɛmbɑm,2,ĕmbaʹlm,F.,,,v.,69.0,79,embalm
2981,embargo,E m b A r\ g @U,ɛmbɑɹgoʊ,3,ĕmbăʹrgo,,,,n.,70.0,79,embargo
2982,embark,E m b A r\ k,ɛmbɑɹk,2,ĕmbăʹrk,,,,v.,71.0,79,embark
2983,embarrass,i m b E r\ @ s,imbɛɹəs,3,ĕmbăʹrrăſs,F.,,,v.,72.0,79,embarrass
2984,embassy,E m b @ s i:,ɛmbəsiː,3,ĕʹmbăſſy,,,,n.,3.0,80,embassy
2985,embattled,E m b { 4 @ l d,ɛmbæɾəld,3,embăʹttled,F.,,,a.,4.0,80,embattled
2986,embellish,i m b E l i S,imbɛliʃ,3,embĕʹlliſh,F.,,,v.,5.0,80,embellish
2987,embellishment,E m b E l i S m @ n t,ɛmbɛliʃmənt,4,embĕʹllĭſhment,,,,n.,6.0,80,embellishment
2988,embers,E m b 3:r z,ɛmbɜ:rz,2,ĕʹmbers,,,,n.,7.0,80,embers
2989,embezzle,i m b E z @ l,imbɛzəl,3,ĕmbĕʹzzle,,,,v.,8.0,80,embezzle
2990,emblem,E m b l @ m,ɛmbləm,2,ĕʹmblem,G.,,,n.,9.0,80,emblem
2991,emblematic,E m b l @ m { 4 i k,ɛmbləmæɾik,4,ĕmblĕmăʹtic,,,,a.,10.0,80,emblematic
2992,emboss,i m b O: s,imbOːs,2,ĕmbŏʹſs,L.,,,v.,13.0,80,emboss
2993,embrace,E m b r\ eI s,ɛmbɹ?s,2,ĕmbrāʹce,,,,v.,16.0,80,embrace
2994,embroider,i m b r\ OI 4 3:r,imbɹ?ɾɜ:r,3,embroiʹd_e_r,,,,v.,20.0,80,embroider
2995,embroidery,E m b r\ OI 4 3:r i:,ɛmbɹ?ɾɜ:riː,4,ĕmbroiʹd_e_ry,,,,n.,19.0,80,embroidery
2996,embroil,E m b r\ OI l,ɛmbɹ?l,2,ĕmbroiʹl,F.,,,v.,21.0,80,embroil
2997,emerald,E m r\ @ l d,ɛmɹəld,3,ĕʹmĕrăld,F.,,,n.,24.0,80,emerald
2998,emerge,i m 3:r dZ,imɜ:r?,2,emĕʹrge,L.,,,v.,25.0,80,emerge
2999,emergency,i m 3:r dZ @ n s i:,imɜ:r?ənsiː,4,emĕʹrgĕncy,,,,n.,26.0,80,emergency
3000,emery,E m 3:r i:,ɛmɜ:riː,3,ĕʹmĕry,F.,,,n.,28.0,80,emery
3001,emigration,E m @ g r\ eI S @ n,ɛməgɹ?ʃən,5,emĭgrāʹtion,L.,,,n.,30.0,80,emigration
3002,eminence,E m @ n @ n s,ɛmənəns,3,ĕʹmĭnĕnce,L.,,,n.,31.0,80,eminence
3003,eminent,E m @ n @ n t,ɛmənənt,3,ĕʹmĭnent,L.,,,a.,32.0,80,eminent
3004,emir,i m I r\,imɪɹ,2,eʹmĭr,,,,n.,33.0,80,emir
3005,emissary,E m @ s E r\ i:,ɛməsɛɹiː,4,ĕmĭʹſſary,L.,,,n.,34.0,80,emissary
3006,emission,i m I S @ n,imɪʃən,4,emĭʹſſion,,,,n.,35.0,80,emission
3007,emit,i m I t,imɪt,2,emĭʹt,,,,v.,36.0,80,emit
3008,emmet,E m i t,ɛmit,2,eʹmmet,,,,n.,37.0,80,emmet
3009,emotion,i m @U S @ n,imoʊʃən,4,emōʹtion,F.,,,n.,40.0,80,emotion
3010,emperor,E m p 3:r 3:r,ɛmpɜ:rɜ:r,3,ĕʹmpĕror,F.,,,n.,46.0,80,emperor
3011,emphasis,E m f @ s @ s,ɛmfəsəs,3,ĕʹmphăſis,G.,,,n.,47.0,80,emphasis
3012,empire,E m p aI 3:r,ɛmp?ɜ:r,2,ĕʹmpĭre,L.,,,n.,49.0,80,empire
3013,employ,E m p l OI,ɛmpl?,2,ĕmployʹ,,,,n.,52.0,80,employ
3014,emporium,E m p O: r\ i: @ m,ɛmpOːɹiːəm,4,ĕmpōʹrĭum,G.,,,n.,53.0,80,emporium
3015,empress,E m p r\ E s,ɛmpɹɛs,2,ĕʹmpreſs,,,,n.,54.0,80,empress
3016,empty,E m p t i:,ɛmptiː,2,ĕʹmpty,,,,a.,55.0,80,empty
3017,emulate,E m j @ l eI t,ɛmjəl?t,3,ĕmūlāte,L.,nbSyll>1 et pas d'accent tonic,,v.,58.0,80,emulate
3018,emulation,E m j @ l eI S @ n,ɛmjəl?ʃən,5,ĕmūlāʹtion,,,,n.,59.0,80,emulation
3019,emulsion,i m V l S @ n,imʌlʃən,4,emŭʹlſion,L.,,,n.,61.0,80,emulsion
3020,enable,E n eI b @ l,ɛn?bəl,3,enāʹble,,,,v.,63.0,80,enable
3021,enact,i n { k t,inækt,2,enăʹct,,,,v.,64.0,80,enact
3022,enamel,i n { m @ l,inæməl,3,enăʹmel,,,,v.,65.0,80,enamel
3023,enamoured,E n { m 3:r d,ɛnæmɜ:rd,4,enăʹmo_u_red,F.,,,a.,66.0,80,enamoured
3024,encamp,i n k { m p,inkæmp,2,encăʹmp,,,,v.,67.0,80,encamp
3025,enchant,E n tS { n t,ɛn?ænt,2,ĕnchăʹnt,,,,v.,70.0,80,enchant
3026,enchantment,E n tS { n t m @ n t,ɛn?æntmənt,3,ĕnchăʹntment,,,,n.,71.0,80,enchantment
3027,encircle,E n s 3:r k @ l,ɛnsɜ:rkəl,3,ĕncĭʹrcle,,,,v.,73.0,80,encircle
3028,encourage,E n k 3:r i dZ,ɛnkɜ:ri?,3,ĕnc_o_ŭʹrage,F.,,,v.,5.0,81,encourage
3029,encouragement,E n k 3:r i dZ m @ n t,ɛnkɜ:ri?mənt,4,ĕnc_o_ŭʹrag_e_ment,,,,n.,6.0,81,encouragement
3030,encroach,i n k r\ @U tS,inkɹoʊ?,2,ĕncroaʹch,F.,,,v.,8.0,81,encroach
3031,endear,E n d i: r\,ɛndiːɹ,2,endeaʹr,,,,v.,12.0,81,endear
3032,endearment,i n d I r\ m @ n t,indɪɹmənt,3,endeaʹrment,,,,n.,13.0,81,endearment
3033,endeavour,i n d E v 3:r,indɛvɜ:r,3,ĕndeaʹvo_u_r,F.,,,v.,14.0,81,endeavour
3034,endive,E n d i v,ɛndiv,2,ĕndĭʹve,,,,n.,15.0,81,endive
3035,endless,E n d l @ s,ɛndləs,2,eʹndleſs,,,,a.,16.0,81,endless
3036,endow,E n d aU,ɛnd?,2,endȯʹẇ,F.,,,v.,17.0,81,endow
3037,endowment,E n d aU m @ n t,ɛnd?mənt,3,ĕndȯʹẇment,,,,n.,18.0,81,endowment
3038,endure,E n d j U r\,ɛndjʊɹ,2,ĕndūʹre,F.,,,v.,20.0,81,endure
3039,enema,E n @ m @,ɛnəmə,3,ĕʹnĕmā,,,,n.,21.0,81,enema
3040,enemy,E n @ m i:,ɛnəmiː,3,ĕʹnĕmy,F.,,,n.,22.0,81,enemy
3041,energy,E n 3:r dZ i:,ɛnɜ:r?iː,3,ĕʹnĕrgy,G.,,,n.,24.0,81,energy
3042,enfeeble,E n f i: b @ l,ɛnfiːbəl,3,ĕnfeeʹble,,,,v.,26.0,81,enfeeble
3043,enfranchise,i n f r\ { n tS aI z,infɹæn??z,3,ĕnfrăʹnchīſe,F.,,,v.,27.0,81,enfranchise
3044,engage,E n g eI dZ,ɛng??,2,ĕngāʹge,,,,v.,29.0,81,engage
3045,engender,E n dZ E n d 3:r,ɛn?ɛndɜ:r,3,ĕngĕʹnd_e_r,,,,v.,30.0,81,engender
3046,engine,E n dZ @ n,ɛn?ən,2,ĕʹngīne,F.,,,n.,31.0,81,engine
3047,engineer,E n dZ @ n I r\,ɛn?ənɪɹ,3,engĭneeʹr,F.,,,n.,32.0,81,engineer
3048,english,I N g l i S,ɪŋgliʃ,2,ĕʹngliſh,,,,a.,33.0,81,english
3049,engrave,i n g r\ eI v,ingɹ?v,2,ĕngrāʹve,F.,,,v.,35.0,81,engrave
3050,engross,i n g r\ @U s,ingɹoʊs,2,ĕngrŏʹſs.,F.,,,v.,36.0,81,engross
3051,enhance,E n h { n s,ɛnhæns,2,ĕnhăʹnce,F.,,,v.,37.0,81,enhance
3052,enigma,i n I g m @,inɪgmə,3,ĕnĭʹgmā,G.,,,n.,38.0,81,enigma
3053,enigmatic,E n i g m { 4 i k,ɛnigmæɾik,4,ĕnĭgmăʹtic,,,,a.,39.0,81,enigmatic
3054,enjoin,E n dZ OI n,ɛn??n,2,ĕnjoiʹn,,,,v.,40.0,81,enjoin
3055,enjoy,E n dZ OI,ɛn??,2,ĕnjoʹy,F.,,,v.,41.0,81,enjoy
3056,enjoyment,E n dZ OI m @ n t,ɛn??mənt,3,ĕnjoʹyment,F.,,,n.,42.0,81,enjoyment
3057,enlarge,E n l A r\ dZ,ɛnlɑɹ?,2,ĕnlāʹrge,F.,,,v.,43.0,81,enlarge
3058,enlighten,E n l aI t @ n,ɛnl?tən,3,ĕnlīʹ_gh_t_e_n,,,,v.,44.0,81,enlighten
3059,enliven,E n l aI v @ n,ɛnl?vən,3,enlīʹv_e_n,,,,v.,45.0,81,enliven
3060,enmity,E n m @ 4 i:,ɛnməɾiː,3,ĕʹnmĭty,F.,,,n.,46.0,81,enmity
3061,ennoble,i n @U b @ l,inoʊbəl,3,ĕnnōʹble,F.,,,v.,47.0,81,ennoble
3062,enormity,i n O: r\ m @ 4 i:,inOːɹməɾiː,4,ĕnŏʹrmĭty,L.,,,n.,48.0,81,enormity
3063,enormous,i n O: r\ m @ s,inOːɹməs,3,ĕnōʹrm_o_ūs,L.,,,a.,49.0,81,enormous
3064,enquire,i n k w aI 3:r,inkw?ɜ:r,2,ĕnquīʹre,L.,,,v.,52.0,81,enquire
3065,enrage,E n r\ eI dZ,ɛnɹ??,2,ĕnrāʹge,F.,,,v.,53.0,81,enrage
3066,enrich,E n r\ I tS,ɛnɹɪ?,2,ĕnrĭʹch,F.,,,v.,54.0,81,enrich
3067,ensign,E n s @ n,ɛnsən,2,ĕʹnsīgn,,,,n.,58.0,81,ensign
3068,ensue,i n s u,insu,2,ĕnsūeʹ,,,,v.,61.0,81,ensue
3069,entail,E n t eI l,ɛnt?l,2,entaiʹl,,,,v.,63.0,81,entail
3070,enter,E n t 3:r,ɛntɜ:r,2,ĕʹnt_e_r,F.,,,v.,64.0,81,enter
3071,entertain,E n t 3:r t eI n,ɛntɜ:rt?n,3,ĕntĕrtaiʹn,F.,,,v.,68.0,81,entertain
3072,entertaining,E n t 3:r t eI n i N,ɛntɜ:rt?niŋ,4,ĕntĕrtaiʹning,,,,a.,70.0,81,entertaining
3073,entertainment,E n t 3:r t eI n m @ n t,ɛntɜ:rt?nmənt,4,ĕntĕrtaiʹnment,,,,n.,69.0,81,entertainment
3074,enthral,E n T r\ O: l,ɛnθɹOːl,2,ĕnthraʹl,,,,v.,71.0,81,enthral
3075,enthusiasm,i n T u z i: { z @ m,inθuziːæzəm,4,enthūʹsĭăſm,G.,,,n.,73.0,81,enthusiasm
3076,enthusiast,E n T u z i: { s t,ɛnθuziːæst,4,ĕnthūʹsĭaſt,G.,,,n.,2.0,82,enthusiast
3077,enthusiastic,i n T u z i: { s t i k,inθuziːæstik,5,ĕnthūsĭăʹſtĭc,G.,,,a.,3.0,82,enthusiastic
3078,entice,i n t aI s,int?s,2,ĕntīʹce,,,,v.,4.0,82,entice
3079,entire,i n t aI 3:r,int?ɜ:r,2,ĕntīʹre,F.,,,a.,5.0,82,entire
